Links,First discovered
http://www.webwiki.de/testing-service?page=18,2012-05-17
http://documentsearch.org/pdf/istqb-advanced-level-certification-exam.html,2012-05-16
http://www.webwiki.de/agil-de?page=10,2012-05-16
http://www.chapterpdf.com/ebook/istqb-advanced-level-certification.pdf,2012-05-15
http://www.webwiki.de/software-testing?page=6,2012-05-15
http://www.webwiki.de/industrial-automation?page=15,2012-05-14
http://www.webwiki.de/pro-agil?page=10,2012-05-14
http://www.xing.com/net/softwaretestingoutsourcing/software-test-automation-109282/event-trends-in-testing-am-03-april-2012-im-world-trade-center-zurich-39998613,2012-05-14
http://freedownload.is/pdf/test-manager-istqbr-certified-tester-advanced-level-10648880.html,2012-05-13
http://www.chapterpdf.com/functional-tester-istqb-certified-tester-advanced-level.pdf,2012-05-12
http://www.website-datenbank.de/Suche?start=201&q=%22DJ%20Performance%22&mode=keywords,2012-05-12
http://www.website-datenbank.de/Suche?start=191&q=%22Automation%20IT%22&mode=keywords,2012-05-10
http://www.website-datenbank.de/Suche?start=201&q=%22s%20Performance%22&mode=keywords,2012-05-10
http://www.webwiki.de/consultancy?page=24,2012-05-10
http://www.webwiki.de/medical-software?page=12,2012-05-09
http://www.website-datenbank.de/Suche?start=201&q=%22E%20Performance%22&mode=keywords,2012-05-09
http://cities.eurip.com/websearch/search/z%C3%BCrich+praxis-page-3.html,2012-05-07
http://pdfsource.org/pdf/certified-manager-of-software-testing.html,2012-05-07
http://www.webwiki.de/8005?page=10,2012-05-06
http://pdfflare.com/pdf/Test+Manager,2012-05-06
http://www.doc-txt.com/Certified-Risk-Manager-Exam.pdf,2012-05-04
http://www.yatedo.fr/s/schoolname%3A(ISTQB+Foundation+Certification),2012-05-04
http://www.webwiki.de/industrial-development-and-investment-center?page=20,2012-05-03
http://www.webwiki.de/testing?page=18,2012-05-03
http://documentsearch.org/pdf/istqb-advanced-level-certification.html,2012-05-03
http://pdfflare.com/pdf/ISTQB+Software+Testing+Certification,2012-05-02
http://freedownloadingpdf.com/pdf/Istqb.html,2012-04-30
http://www.doc-txt.com/ISTQB-Testing.pdf,2012-04-30
http://www.website-datenbank.de/Suche?start=41&q=%22Testing%20and%22&mode=keywords,2012-04-30
http://www.doc-txt.com/ISTQB-Foundation.pdf,2012-04-30
http://www.website-datenbank.de/Suche?start=191&q=%22RK-Automation%22&mode=keywords,2012-04-30
http://www.chapterpdf.com/ebook/istqb-advanced-test-manager-certificate-in-software-testing.pdf,2012-04-29
http://www.doc-txt.com/ISTQB.pdf,2012-04-29
http://www.chapterpdf.com/ebook/functional-tester-istqb-certified-tester-advanced-level.pdf,2012-04-28
http://www.webboar.com/www/greenliff.com,2012-04-27
http://documentsearch.org/pdf/software-tester-certification.html,2012-04-24
http://www.webwiki.de/testing?page=19,2012-04-23
http://pdfsbox.com/pdf/advanced-level.html,2012-04-23
http://documentsearch.org/pdf/istqb-advanced-test-manager.html,2012-04-22
http://www.doc-txt.com/ISTQB-CERTIFIED-TESTER.pdf,2012-04-21
http://www.123people.co.uk/s/test+manager,2012-04-20
http://documentsearch.org/pdf/istqb-certified-tester.html,2012-04-19
http://documentsearch.org/pdf/certification-level-prerequisites.html,2012-04-18
"http://findpdfbooks.com/search/-istqb-certification-study-guide,dr-k-v-k-k-prasad-.html",2012-04-18
http://documentsearch.org/pdf/course-specification-istqb-advanced.html,2012-04-17
http://www.webwiki.de/industrial-engineering?page=14,2012-04-16
http://www.doc-txt.com/Test-Manager-Download.pdf,2012-04-15
http://pdfflare.com/pdf/Course+specification+ISTQB+Advanced,2012-04-15
http://www.doc-txt.com/ISTQB-Certification-Exam.pdf,2012-04-13
http://www.website-datenbank.de/Suche?start=41&q=%22B-Testing%22&mode=keywords,2012-04-11
http://www.webwiki.de/technopark?page=4,2012-04-11
http://pdfflare.com/pdf/ISTQB+Advanced+Test+Manager,2012-04-10
http://www.website-datenbank.de/Suche?start=41&q=%22e-testing%22&mode=keywords,2012-04-10
http://internet-efficiency.ch/index.cfm?cfid=26699314&cftoken=76748388&bericht_id=1454&start_liste_1454=301&bericht_seite_1454=7&page=105075,2012-04-09
http://www.webboar.com/www/jbed.org,2012-04-08
http://www.chapterpdf.com/ebook/istqb-certified-tester.pdf,2012-04-06
http://www.chapterpdf.com/ebook/course-specification-istqb-advanced.pdf,2012-04-06
http://cities.eurip.com/websearch/search/z%C3%BCrich+technoparkstra%C3%9Fe.html,2012-04-05
http://www.website-datenbank.de/Suche?start=191&q=%22Automation%22&mode=keywords,2012-04-05
http://www.doc-txt.com/ISTQB-Advanced.pdf,2012-04-01
http://cities.eurip.com/streets/ch/z%C3%BCrich/Technoparkstra%C3%9Fe.html,2012-04-01
http://www.website-datenbank.de/Suche?start=41&q=%22testing%22&mode=keywords,2012-03-30
http://domains.checkparams.com/index.php?q=greenliff.ch,2012-03-28
http://www.yatedo.com/s/jobtitle%3A(Test+Manager)/famous,2012-03-25
http://www.jug.ch/eventdetail.php?year=2008&event=android,2012-03-24
http://documentsearch.org/pdf/istqb-exam-fees.html,2012-03-24
http://www.doc-txt.com/ISTQB-Certified-Tester-Foundation-Level.pdf,2012-03-23
http://www.doc-txt.com/ISTQB-Foundation-Level-Exam.pdf,2012-03-23
http://www.website-datenbank.de/Suche?start=191&q=%22SW-Automation%22&mode=keywords,2012-03-22
http://www.website-datenbank.de/Suche?start=191&q=%22IT-Automation%22&mode=keywords,2012-03-21
http://www.website-datenbank.de/Suche?start=191&q=%22IT%20automation%22&mode=keywords,2012-03-20
http://www.yatedo.com/s/jobtitle%3A(Testmanager)/famous,2012-03-07
http://www.website-datenbank.de/Suche?start=191&q=%22Automation%20Dr%22&mode=keywords,2012-03-07
http://www.website-datenbank.de/Suche?start=21&q=%22QM%20Consultancy%22&mode=keywords,2012-03-05
http://documentsearch.org/pdf/setting-up-the-test-center.html,2012-03-05
http://domains.checkparams.com/index.php?q=greenliff.com,2012-03-01
http://domains.checkparams.com/index.php?q=jbed.org,2012-03-01
http://documentsearch.org/pdf/certified-tester.html,2012-02-29
http://www.greenliff.com/products/more_information.php?infos=Fast,2012-02-27
http://www.greenliff.com/products/,2012-02-27
http://documentsearch.org/pdf/preparation-course-for-the-certified-manager-of-quality.html,2012-02-24
http://documentsearch.org/pdf/certified-software-project-manager.html,2012-02-21
http://documentsearch.org/pdf/certified-software-tester.html,2012-02-18
http://www.mercapoint.com/mobile/index.php?page=search/web&search=certified+tester+foundation+level+syllabus&type=web&startpage=3,2012-02-13
http://ch.linkedin.com/in/mzachariadou,2012-02-08
http://www.jobs.ch/de/job_content.php?iid=4225965&status_kd=&pid=1&t=1328467550&psprachcode=de,2012-02-04
http://www.jobs.ch/de/job_content.php?iid=4225965&status_kd=&pid=35&t=1328184454&psprachcode=de,2012-02-01
http://www.yatedo.fr/s/jobtitle%3A(Test+manager)/famous,2012-02-01
http://www.imbus.de/veranstaltungen/trends-in-testing-2012/termine/print/,2012-01-31
http://www.imbus.de/veranstaltungen/trends-in-testing-2012/termine/,2012-01-29
http://www.doc-txt.com/ISTQB-Practice-Exam.pdf,2012-01-29
http://www.doc-txt.com/ISTQB-Fees.pdf,2012-01-28
http://ebookbrowse.com/greenliff-how-to-get-here-pdf-d284884879,2012-01-25
http://www.doc-txt.com/istqb.pdf,2012-01-25
https://www.imbus.de/english/events/trends-in-testing-2011/trends-in-testing-2010/93e387beba4f11ddfb8c5b133201810f/,2012-01-23
http://www.imbus.de/veranstaltungen/trends-in-testing-2011/trends-in-testing-2011-schweiz/print/,2012-01-18
http://www.imbus.de/veranstaltungen/trends-in-testing-2011/trends-in-testing-2011-schweiz/,2012-01-18
http://www.imbus.de/english/events/trends-in-testing-2011/trends-in-testing-2010/print/,2012-01-18
http://www.website-datenbank.de/Suche?start=21&q=%22Consultancy%20en%22&mode=keywords,2012-01-10
http://www.website-datenbank.de/Suche?start=21&q=%22IT%20consultancy%22&mode=keywords,2012-01-05
http://www.website-datenbank.de/Suche?start=21&q=%22Consultancy%22&mode=keywords,2012-01-05
http://www.webwiki.de/focused?page=13,2012-01-04
http://www.doc-txt.com/ISTQB-Certified-Tester.pdf,2012-01-03
http://ebookbrowse.com/de-flyer-6seitig-pdf-d151411113,2011-12-31
http://pipl.com/directory/name/Himmler/420,2011-12-30
http://www.webwiki.de/testers?page=19,2011-12-18
http://dnshistory.org/browsedomains/jbed.org.,2011-12-12
http://www.website-datenbank.de/Suche?start=21&q=%22IT-Consultancy%22&mode=keywords,2011-12-11
http://www.website-datenbank.de/Suche?start=201&q=%22dd-automation%22&mode=keywords,2011-12-11
http://www.website-datenbank.de/Suche?start=201&q=%22IT-Automation%22&mode=keywords,2011-12-08
http://www.swisstestingday.ch/partners.htm/de,2011-12-01
http://documentsearch.org/pdf/technical-tester-istqb-certified-tester-advanced-level.html,2011-11-09
http://www.greenliff.com/portfolio/more_information.php?infos=TestEngineering,2011-10-26
http://bittyjava.wordpress.com/category/android/,2011-10-24
http://www.website-datenbank.de/Suche?start=21&q=%22CONSULTANCY%22&mode=keywords,2011-10-13
http://pipl.com/directory/name/Ata/3060,2011-10-07
http://ebookbrowse.com/de-flyer-6seitig-pdf-d105429388,2011-10-01
http://www.name-is.com/joachim-b-xfc-chse-857828.html,2011-09-13
http://www.greenliff.com/docs/110927_TrendsinTestingZuerich.pdf,2011-08-19
http://www.123people.de/s/christa+himmler,2011-08-13
http://www.website-datenbank.de/Suche?start=201&q=%22performance%22&mode=keywords,2011-08-02
http://www.website-datenbank.de/Suche?start=201&q=%22Rb-Performance%22&mode=keywords,2011-07-26
http://www.123people.es/s/christa+himmler,2011-07-25
http://www.website-datenbank.de/Suche?start=201&q=%22VJ-Performance%22&mode=keywords,2011-07-25
http://www.greenliff.com/portfolio/test_automation.php,2011-07-24
http://www.greenliff.com/courses/conditions.php,2011-07-24
http://www.greenliff.com/contact/location.php,2011-07-08
http://www.greenliff.com/portfolio/test_consultancy.php,2011-07-03
http://www.xing.com/profile/Peter_Wlodarczak,2011-06-28
http://www.yellow1.ch/zuerich/elektronik-elektrotechnik-und-edv-grosshandel-vertrieb-ex-und-import,2011-06-28
http://www.greenliff.com/impressum.php,2011-06-24
http://www.greenliff.com/partners/,2011-06-18
http://www.greenliff.com/docs/IstqbABsLogo.pdf,2011-06-18
http://www.greenliff.com/company/events.php,2011-06-17
http://www.yellow1.ch/zuerich/computer-und-zubehoer-einzelhandel/software-echo-ag/10775285/profil,2011-06-14
http://www.website-datenbank.de/Suche?start=21&q=%22consultancy%22&mode=keywords,2011-06-09
http://www.greenliff.com/courses/course_structure.php,2011-06-08
http://www.webwiki.de/technopark?page=3,2011-06-07
http://www.greenliff.com/portfolio/managed_testing_services.php,2011-05-29
http://www.greenliff.com/portfolio/index.php,2011-05-27
http://www.greenliff.com/company/request.php,2011-05-27
http://www.swisstestingday.ch/login.htm/de,2011-05-25
http://www.greenliff.com/courses/more_information.php?infos=CertifiedTester,2011-05-24
http://www.yellowmap.ch/Details/hbb1kls2JGRx3hWiPaUm4A==.aspx,2011-05-23
http://www.greenliff.com/company/location.php,2011-05-23
http://www.greenliff.com/products/agitarone.php,2011-05-21
http://www.greenliff.com/portfolio/performance_testing.php,2011-05-21
http://www.greenliff.com/courses/background_information.php,2011-05-21
http://www.swisstestingday.ch/download.htm/de,2011-05-20
http://www.greenliff.com/portfolio/financial_application_testing.php,2011-05-20
http://www.website-datenbank.de/Suche?start=201&q=%22Performance%22&mode=keywords,2011-05-17
http://www.greenliff.com/company/jobs.php,2011-05-16
http://www.greenliff.com/courses/foundation_level.php,2011-05-15
http://www.greenliff.com/customers/,2011-05-13
http://www.greenliff.com/portfolio/mobile_application_testing.php,2011-05-12
http://www.greenliff.com/courses/upcoming_courses.php,2011-05-11
http://www.webwiki.de/practises?page=1,2011-05-09
http://www.pressetext.com/news/20061102027,2011-05-01
http://www.jug.ch/html/events/2008/android_experience.html,2011-04-23
http://www.webwiki.de/www.greenliff.com,2011-03-06
http://mobibaseswitzerland.com/result.php?view=detail&id=12916392114646,2010-12-20
http://www.123people.ch/s/peter+wlodarczak,2010-11-22
http://bittyjava.wordpress.com/page/3/,2010-10-05
http://www.webseitenverzeichnis.ch/webseiten_mit_g/greenliff-ch.htm,2010-09-11
http://www.jobs.ch/fr/firma/Greenliff-AG/34065,2010-07-21
http://www.jobs.ch/en/firma/Greenliff-AG/34065/Zuerich-Technoparkstrasse-1-,2010-07-13
http://www.website-datenbank.de/Suche?start=1&q=%22Software%20Testing%22&mode=keywords,2010-05-10
http://www.website-datenbank.de/Suche?start=1&q=%22Test%20Consultancy%22&mode=keywords,2010-05-10
http://www.website-datenbank.de/Suche?start=1&q=%22software%20testing%22&mode=keywords,2010-05-10
http://www.website-datenbank.de/Suche?start=1&q=%22test%20automation%22&mode=keywords,2010-05-10
http://www.website-datenbank.de/Suche?start=1&q=%22Greenliff%22&mode=keywords,2010-05-10
http://www.website-datenbank.de/Suche?start=1&q=%22Test%20Automation%22&mode=keywords,2010-05-10
http://www.xing.com/profile/Ivo_Hirt,2010-04-08
http://www.xing.com/profile/Peter_Farkas9,2010-03-08
http://www.xing.com/profile/Jana_Rolle,2010-01-07
http://java.dzone.com/announcements/java-user-group-switzerland-ri,2008-05-23
http://bittyjava.wordpress.com/category/jazoon/,2008-03-30
http://bittyjava.wordpress.com/2008/03/27/going-to-jazoon-2008/,2008-03-30
http://bittyjava.wordpress.com/2008/03/,2008-03-30
http://whois.domaintools.com/greenliff.com,2007-09-11
http://whois.domaintools.com/jbed.org,2007-08-20
http://www.netweaver.ch/referenzen.php?id=24,2007-07-06
http://www.mptechnology.ch/partners.html,2007-02-20
